Name,,Lab_L,Lab_a,Lab_b,ink1,ink2,ink3,ink4,%1,%2,%3,%4
PANTONE 2925 C,,56,-16.3203125,-49.1484375,PANTONE Yellow 664,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2925 C,,56,-16.3203125,-49.1484375,PANTONE Yellow 665,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2935 C,,35,-1.7304688,-66.9609375,PANTONE Yellow 666,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2935 C,,35,-1.7304688,-66.9609375,PANTONE Yellow 667,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2945 C,,32,-6.703125,-56.1992188,PANTONE Yellow 668,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2945 C,,32,-6.703125,-56.1992188,PANTONE Yellow 669,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2955 C,,22,-9.03125,-38.6015625,PANTONE Yellow 670,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2955 C,,22,-9.03125,-38.6015625,PANTONE Yellow 671,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2965 C,,17,-10.0703125,-26.1054688,PANTONE Yellow 672,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2965 C,,17,-10.0703125,-26.1054688,PANTONE Yellow 673,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 297 C,,75,-17.7617188,-25.890625,PANTONE Yellow 674,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 297 C,,75,-17.7617188,-25.890625,PANTONE Yellow 675,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 298 C,,68,-21.4921875,-35.2109375,PANTONE Yellow 676,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 298 C,,68,-21.4921875,-35.2109375,PANTONE Yellow 677,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 299 C,,60,-24.0820312,-45.5820312,PANTONE Yellow 678,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 299 C,,60,-24.0820312,-45.5820312,PANTONE Yellow 679,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 300 C,,39,-13.09375,-63.3203125,PANTONE Yellow 680,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 300 C,,39,-13.09375,-63.3203125,PANTONE Yellow 681,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 301 C,,31,-13.453125,-51.8398438,PANTONE Yellow 682,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 301 C,,31,-13.453125,-51.8398438,PANTONE Yellow 683,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 302 C,,24,-17.3632812,-33.953125,PANTONE Yellow 684,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 302 C,,24,-17.3632812,-33.953125,PANTONE Yellow 685,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 303 C,,18,-14.9257812,-22.1171875,PANTONE Yellow 686,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 303 C,,18,-14.9257812,-22.1171875,PANTONE Yellow 687,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2975 C,,83,-14.0703125,-15.2929688,PANTONE Yellow 688,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2975 C,,83,-14.0703125,-15.2929688,PANTONE Yellow 689,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2985 C,,71,-24.8398438,-32.25,PANTONE Yellow 690,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2985 C,,71,-24.8398438,-32.25,PANTONE Yellow 691,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2995 C,,59,-29.8789062,-46.1445312,PANTONE Yellow 692,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 2995 C,,59,-29.8789062,-46.1445312,PANTONE Yellow 693,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3005 C,,44,-22.984375,-60.1015625,PANTONE Yellow 694,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3005 C,,44,-22.984375,-60.1015625,PANTONE Yellow 695,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3015 C,,35,-23.3515625,-48.2695312,PANTONE Yellow 696,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3015 C,,35,-23.3515625,-48.2695312,PANTONE Yellow 697,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3025 C,,26,-22.421875,-30.9726562,PANTONE Yellow 698,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3025 C,,26,-22.421875,-30.9726562,PANTONE Yellow 699,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3035 C,,20,-18.953125,-20.140625,PANTONE Yellow 700,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3035 C,,20,-18.953125,-20.140625,PANTONE Yellow 701,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 304 C,,84,-16.1914062,-13.7617188,PANTONE Yellow 702,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 304 C,,84,-16.1914062,-13.7617188,PANTONE Yellow 703,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 305 C,,75,-26.96875,-26.5625,PANTONE Yellow 704,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 305 C,,75,-26.96875,-26.5625,PANTONE Yellow 705,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 306 C,,66,-34.8828125,-38.2421875,PANTONE Yellow 706,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 306 C,,66,-34.8828125,-38.2421875,PANTONE Yellow 707,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 307 C,,40,-31.1835938,-49.9023438,PANTONE Yellow 708,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 307 C,,40,-31.1835938,-49.9023438,PANTONE Yellow 709,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 308 C,,31,-29.5,-35.9023438,PANTONE Yellow 710,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 308 C,,31,-29.5,-35.9023438,PANTONE Yellow 711,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 309 C,,20,-20.0507812,-15.9414062,PANTONE Yellow 712,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 309 C,,20,-20.0507812,-15.9414062,PANTONE Yellow 713,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 310 C,,77,-26.8984375,-21.4726562,PANTONE Yellow 714,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 310 C,,77,-26.8984375,-21.4726562,PANTONE Yellow 715,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 311 C,,71,-34.7109375,-28.5117188,PANTONE Yellow 716,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 311 C,,71,-34.7109375,-28.5117188,PANTONE Yellow 717,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 312 C,,59,-45.0039062,-38.6210938,PANTONE Yellow 718,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 312 C,,59,-45.0039062,-38.6210938,PANTONE Yellow 719,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 313 C,,52,-46.2617188,-43.5625,PANTONE Yellow 720,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 313 C,,52,-46.2617188,-43.5625,PANTONE Yellow 721,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 314 C,,45,-43.4414062,-39.3320312,PANTONE Yellow 722,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 314 C,,45,-43.4414062,-39.3320312,PANTONE Yellow 723,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 315 C,,36,-37.59375,-29.921875,PANTONE Yellow 724,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 315 C,,36,-37.59375,-29.921875,PANTONE Yellow 725,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 316 C,,24,-24.5429688,-14.4335938,PANTONE Yellow 726,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 316 C,,24,-24.5429688,-14.4335938,PANTONE Yellow 727,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3105 C,,78,-26.9101562,-18.3007812,PANTONE Yellow 728,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3105 C,,78,-26.9101562,-18.3007812,PANTONE Yellow 729,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3115 C,,72,-36.421875,-24.3085938,PANTONE Yellow 730,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3115 C,,72,-36.421875,-24.3085938,PANTONE Yellow 731,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3125 C,,62,-47.390625,-32.3789062,PANTONE Yellow 732,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3125 C,,62,-47.390625,-32.3789062,PANTONE Yellow 733,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3135 C,,51,-52.7226562,-37.5625,PANTONE Yellow 734,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3135 C,,51,-52.7226562,-37.5625,PANTONE Yellow 735,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3145 C,,43,-46.0234375,-30.1015625,PANTONE Yellow 736,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3145 C,,43,-46.0234375,-30.1015625,PANTONE Yellow 737,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3155 C,,35,-41.0234375,-25.2617188,PANTONE Yellow 738,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3155 C,,35,-41.0234375,-25.2617188,PANTONE Yellow 739,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3165 C,,27,-32.5273438,-18.2304688,PANTONE Yellow 740,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3165 C,,27,-32.5273438,-18.2304688,PANTONE Yellow 741,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 317 C,,88,-12.171875,-6.5820312,PANTONE Yellow 742,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 317 C,,88,-12.171875,-6.5820312,PANTONE Yellow 743,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 318 C,,82,-23.3828125,-12.5820312,PANTONE Yellow 744,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 318 C,,82,-23.3828125,-12.5820312,PANTONE Yellow 745,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 319 C,,74,-36.46875,-18.7617188,PANTONE Yellow 746,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 319 C,,74,-36.46875,-18.7617188,PANTONE Yellow 747,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 320 C,,52,-61.4140625,-28.3710938,PANTONE Yellow 748,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 320 C,,52,-61.4140625,-28.3710938,PANTONE Yellow 749,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 321 C,,45,-55.2695312,-24.9335938,PANTONE Yellow 750,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 321 C,,45,-55.2695312,-24.9335938,PANTONE Yellow 751,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 322 C,,39,-45.5429688,-19.1132812,PANTONE Yellow 752,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 322 C,,39,-45.5429688,-19.1132812,PANTONE Yellow 753,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 323 C,,34,-37.4414062,-14.6445312,PANTONE Yellow 754,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 323 C,,34,-37.4414062,-14.6445312,PANTONE Yellow 755,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 324 C,,82,-21.2226562,-8.203125,PANTONE Yellow 756,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 324 C,,82,-21.2226562,-8.203125,PANTONE Yellow 757,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 325 C,,73,-35.59375,-11.3007812,PANTONE Yellow 758,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 325 C,,73,-35.59375,-11.3007812,PANTONE Yellow 759,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 326 C,,62,-51.2617188,-12.8710938,PANTONE Yellow 760,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 326 C,,62,-51.2617188,-12.8710938,PANTONE Yellow 761,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 327 C,,45,-68.5625,-9.0625,PANTONE Yellow 762,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 327 C,,45,-68.5625,-9.0625,PANTONE Yellow 763,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 328 C,,39,-58.390625,-8.4726562,PANTONE Yellow 764,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 328 C,,39,-58.390625,-8.4726562,PANTONE Yellow 765,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 329 C,,34,-51.3710938,-6.9492188,PANTONE Yellow 766,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 329 C,,34,-51.3710938,-6.9492188,PANTONE Yellow 767,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 330 C,,29,-29.7929688,-5.2539062,PANTONE Yellow 768,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 330 C,,29,-29.7929688,-5.2539062,PANTONE Yellow 769,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3242 C,,80,-30.5703125,-9.1992188,PANTONE Yellow 770,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3242 C,,80,-30.5703125,-9.1992188,PANTONE Yellow 771,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3252 C,,76,-38.6523438,-11.6210938,PANTONE Yellow 772,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3252 C,,76,-38.6523438,-11.6210938,PANTONE Yellow 773,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3262 C,,65,-58.34375,-14.7734375,PANTONE Yellow 774,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3262 C,,65,-58.34375,-14.7734375,PANTONE Yellow 775,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3272 C,,55,-70.7109375,-15.4023438,PANTONE Yellow 776,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3272 C,,55,-70.7109375,-15.4023438,PANTONE Yellow 777,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3282 C,,46,-57.8320312,-11.890625,PANTONE Yellow 778,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3282 C,,46,-57.8320312,-11.890625,PANTONE Yellow 779,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3292 C,,31,-39.671875,-6.2148438,PANTONE Yellow 780,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3292 C,,31,-39.671875,-6.2148438,PANTONE Yellow 781,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3302 C,,23,-27.1210938,-3.1523438,PANTONE Yellow 782,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3302 C,,23,-27.1210938,-3.1523438,PANTONE Yellow 783,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3245 C,,82,-30.859375,-6.703125,PANTONE Yellow 784,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3245 C,,82,-30.859375,-6.703125,PANTONE Yellow 785,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3255 C,,76,-42.8984375,-8.0625,PANTONE Yellow 786,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3255 C,,76,-42.8984375,-8.0625,PANTONE Yellow 787,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3265 C,,68,-58.5117188,-9,PANTONE Yellow 788,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3265 C,,68,-58.5117188,-9,PANTONE Yellow 789,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3275 C,,60,-71.3203125,-7,PANTONE Yellow 790,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3275 C,,60,-71.3203125,-7,PANTONE Yellow 791,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3285 C,,51,-58.53125,-6.0820312,PANTONE Yellow 792,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3285 C,,51,-58.53125,-6.0820312,PANTONE Yellow 793,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3295 C,,43,-50.9492188,-4.5429688,PANTONE Yellow 794,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3295 C,,43,-50.9492188,-4.5429688,PANTONE Yellow 795,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3305 C,,27,-27.4726562,-0.7539062,PANTONE Yellow 796,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3305 C,,27,-27.4726562,-0.7539062,PANTONE Yellow 797,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3248 C,,78,-29.390625,-4.4414062,PANTONE Yellow 798,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3248 C,,78,-29.390625,-4.4414062,PANTONE Yellow 799,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3258 C,,72,-39.25,-4.3515625,PANTONE Yellow 800,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3258 C,,72,-39.25,-4.3515625,PANTONE Yellow 801,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3268 C,,60,-58.2421875,-2.5117188,PANTONE Yellow 802,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3268 C,,60,-58.2421875,-2.5117188,PANTONE Yellow 803,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3278 C,,52,-67.6132812,1.0078125,PANTONE Yellow 804,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3278 C,,52,-67.6132812,1.0078125,PANTONE Yellow 805,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3288 C,,43,-60.8515625,1.3359375,PANTONE Yellow 806,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3288 C,,43,-60.8515625,1.3359375,PANTONE Yellow 807,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3298 C,,36,-47.5820312,0.7578125,PANTONE Yellow 808,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3298 C,,36,-47.5820312,0.7578125,PANTONE Yellow 809,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3308 C,,23,-25.71875,1.109375,PANTONE Yellow 810,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 3308 C,,23,-25.71875,1.109375,PANTONE Yellow 811,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 331 C,,87,-18.5625,-2.0429688,PANTONE Yellow 812,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 331 C,,87,-18.5625,-2.0429688,PANTONE Yellow 813,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 332 C,,86,-24.4414062,-2.609375,PANTONE Yellow 814,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 332 C,,86,-24.4414062,-2.609375,PANTONE Yellow 815,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 333 C,,78,-44.03125,-3.0234375,PANTONE Yellow 816,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 333 C,,78,-44.03125,-3.0234375,PANTONE Yellow 817,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 334 C,,52,-68.859375,1.5507812,PANTONE Yellow 818,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 334 C,,52,-68.859375,1.5507812,PANTONE Yellow 819,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 335 C,,43,-51.0234375,0.71875,PANTONE Yellow 820,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
